user_id,genre_preference,avg_energy,avg_valence,avg_danceability,avg_tempo,sessions_per_month,tier,acquisition_channel,cpa_eur,monthly_revenue_eur,subscription_start,subscription_end,months_active,total_revenue_eur,churned,monthly_churn_prob,cohort_month
U008451,pop,0.694,0.721,0.689,120.0,16,free_trial,Direct,2.56,0.0,2024-05-06,2024-09-03,5,0.0,1,0.3506,2024-05
U008452,pop,0.849,0.76,0.833,120.0,15,monthly,Referral,3.37,9.99,2024-04-21,2024-09-18,6,59.94,1,0.0446,2024-04
U008453,pop,0.819,0.714,0.721,120.0,16,monthly,Referral,5.45,9.99,2023-08-23,,17,169.83,0,0.0446,2023-08
U008454,pop,0.821,0.75,0.815,120.0,15,monthly,Paid Social,16.37,9.99,2024-06-10,,7,69.93,0,0.0446,2024-06
U008455,pop,0.822,0.716,0.705,120.0,17,annual,Direct,0.5,7.99,2024-01-12,2024-12-07,12,95.88,1,0.0127,2024-01
U008456,pop,0.744,0.585,0.742,120.0,16,monthly,Organic Search,5.36,9.99,2024-04-24,,9,89.91,0,0.0446,2024-04
U008457,pop,0.661,0.795,0.74,120.0,10,monthly,Paid Search,29.68,9.99,2024-06-12,,7,69.93,0,0.0446,2024-06
U008458,pop,0.732,0.747,0.721,120.0,10,monthly,Direct,1.21,9.99,2024-04-08,,9,89.91,0,0.0446,2024-04
U008459,pop,0.695,0.681,0.751,120.0,13,annual,Paid Social,22.76,7.99,2024-02-08,,11,87.89,0,0.0127,2024-02
U008460,pop,0.845,0.617,0.801,120.0,7,annual,Referral,4.88,7.99,2023-03-21,2023-12-16,10,79.9,1,0.015,2023-03
U008461,pop,0.763,0.587,0.825,120.0,14,monthly,Paid Search,24.0,9.99,2024-06-26,2024-09-24,4,39.96,1,0.0446,2024-06
U008462,pop,0.677,0.761,0.738,120.0,12,annual,Paid Social,22.89,7.99,2023-09-06,,17,135.83,0,0.0127,2023-09
U008463,pop,0.732,0.614,0.775,120.0,9,free_trial,Paid Social,8.94,0.0,2023-11-16,2023-11-16,1,0.0,1,0.4125,2023-11
U008464,pop,0.694,0.587,0.675,120.0,10,monthly,Direct,4.49,9.99,2024-06-12,,7,69.93,0,0.0446,2024-06
U008465,pop,0.71,0.671,0.776,120.0,10,monthly,Organic Search,5.2,9.99,2023-10-04,,16,159.84,0,0.0446,2023-10
U008466,pop,0.793,0.735,0.718,120.0,11,monthly,Paid Social,17.63,9.99,2023-11-02,,15,149.85,0,0.0446,2023-11
U008467,pop,0.788,0.575,0.806,120.0,10,monthly,Paid Social,17.22,9.99,2023-12-16,,13,129.87,0,0.0446,2023-12
U008468,pop,0.689,0.598,0.738,120.0,14,monthly,Paid Search,21.62,9.99,2024-02-04,2024-10-01,9,89.91,1,0.0446,2024-02
U008469,pop,0.848,0.708,0.722,120.0,16,monthly,Paid Social,21.15,9.99,2023-09-06,,17,169.83,0,0.0446,2023-09
U008470,pop,0.8,0.583,0.787,120.0,11,annual,Organic Search,10.38,7.99,2023-06-27,2023-10-25,5,39.95,1,0.0127,2023-06
U008471,pop,0.671,0.578,0.72,120.0,15,free_trial,Paid Search,25.36,0.0,2023-06-29,2024-05-24,12,0.0,1,0.3506,2023-06
U008472,pop,0.744,0.791,0.816,120.0,6,monthly,Paid Search,19.7,9.99,2024-03-03,2024-04-02,2,19.98,1,0.0525,2024-03
U008473,pop,0.721,0.723,0.773,120.0,14,annual,Referral,4.51,7.99,2024-02-08,2024-02-08,1,7.99,1,0.0127,2024-02
U008474,pop,0.678,0.699,0.768,120.0,11,monthly,Organic Search,3.52,9.99,2023-07-03,2023-11-30,6,59.94,1,0.0446,2023-07
U008475,pop,0.818,0.674,0.822,120.0,15,free_trial,Paid Search,22.25,0.0,2023-08-18,2023-09-17,2,0.0,1,0.3506,2023-08
U008476,pop,0.691,0.679,0.729,120.0,9,annual,Paid Social,17.73,7.99,2023-06-04,,20,159.8,0,0.015,2023-06
U008477,pop,0.743,0.65,0.781,120.0,16,free_trial,Paid Social,18.54,0.0,2024-05-27,2024-06-26,2,0.0,1,0.3506,2024-05
U008478,pop,0.666,0.773,0.743,120.0,12,monthly,Paid Search,24.6,9.99,2023-09-14,2024-07-10,11,109.89,1,0.0446,2023-09
U008479,pop,0.755,0.795,0.799,120.0,9,monthly,Organic Search,7.35,9.99,2023-11-20,2024-01-19,3,29.97,1,0.0525,2023-11
U008480,pop,0.675,0.657,0.78,120.0,11,monthly,Organic Search,3.73,9.99,2024-03-23,2024-12-18,10,99.9,1,0.0446,2024-03
U008481,pop,0.76,0.69,0.681,120.0,7,annual,Paid Social,16.31,7.99,2023-11-13,,14,111.86,0,0.015,2023-11
U008482,pop,0.692,0.621,0.74,120.0,11,free_trial,Paid Search,25.08,0.0,2024-03-19,2024-11-14,9,0.0,1,0.3506,2024-03
U008483,pop,0.786,0.551,0.666,120.0,18,annual,Direct,0.88,7.99,2023-10-11,2024-06-07,9,71.91,1,0.0127,2023-10
U008484,pop,0.697,0.625,0.664,120.0,14,monthly,Referral,3.61,9.99,2023-05-31,2023-05-31,1,9.99,1,0.0446,2023-05
U008485,pop,0.749,0.657,0.825,120.0,10,monthly,Paid Social,12.07,9.99,2023-11-28,,14,139.86,0,0.0446,2023-11
U008486,pop,0.699,0.752,0.701,120.0,14,monthly,Organic Search,5.3,9.99,2024-01-29,,12,119.88,0,0.0446,2024-01
U008487,pop,0.766,0.798,0.841,120.0,15,annual,Direct,1.56,7.99,2024-02-10,,11,87.89,0,0.0127,2024-02
U008488,pop,0.826,0.555,0.698,120.0,14,annual,Organic Search,7.18,7.99,2023-07-14,,18,143.82,0,0.0127,2023-07
U008489,pop,0.78,0.686,0.69,120.0,12,free_trial,Referral,3.47,0.0,2023-05-15,2023-06-14,2,0.0,1,0.3506,2023-05
U008490,pop,0.682,0.715,0.705,120.0,12,annual,Direct,2.87,7.99,2023-11-16,,14,111.86,0,0.0127,2023-11
U008491,pop,0.715,0.708,0.738,120.0,10,monthly,Organic Search,8.21,9.99,2023-07-28,,18,179.82,0,0.0446,2023-07
U008492,pop,0.814,0.589,0.803,120.0,7,free_trial,Direct,2.1,0.0,2024-05-14,2024-05-14,1,0.0,1,0.4125,2024-05
U008493,pop,0.815,0.609,0.68,120.0,19,annual,Referral,5.56,7.99,2024-06-24,,7,55.93,0,0.0127,2024-06
U008494,pop,0.742,0.559,0.768,120.0,10,monthly,Organic Search,7.89,9.99,2023-02-12,2023-08-11,7,69.93,1,0.0446,2023-02
U008495,pop,0.711,0.728,0.762,120.0,15,annual,Organic Search,6.94,7.99,2023-03-27,,22,175.78,0,0.0127,2023-03
U008496,pop,0.828,0.699,0.673,120.0,14,monthly,Organic Search,4.12,9.99,2023-11-30,,14,139.86,0,0.0446,2023-11
U008497,pop,0.706,0.757,0.749,120.0,9,annual,Organic Search,8.33,7.99,2023-06-29,,19,151.81,0,0.015,2023-06
U008498,pop,0.785,0.693,0.728,120.0,10,monthly,Paid Search,22.71,9.99,2023-03-05,2023-11-30,10,99.9,1,0.0446,2023-03
U008499,pop,0.794,0.75,0.683,120.0,10,annual,Paid Social,15.57,7.99,2023-12-20,2023-12-20,1,7.99,1,0.0127,2023-12
U008500,pop,0.809,0.603,0.829,120.0,8,monthly,Paid Social,15.91,9.99,2023-01-13,2023-10-10,10,99.9,1,0.0525,2023-01
U008501,pop,0.733,0.625,0.724,120.0,12,annual,Paid Social,16.3,7.99,2024-05-06,,8,63.92,0,0.0127,2024-05
U008502,pop,0.651,0.735,0.717,120.0,8,monthly,Organic Search,6.11,9.99,2023-11-01,2024-01-30,4,39.96,1,0.0525,2023-11
U008503,pop,0.709,0.689,0.652,120.0,9,annual,Organic Search,5.65,7.99,2023-10-22,,15,119.85,0,0.015,2023-10
U008504,pop,0.737,0.565,0.792,120.0,12,annual,Paid Social,19.04,7.99,2023-12-20,,13,103.87,0,0.0127,2023-12
U008505,pop,0.697,0.776,0.713,120.0,11,monthly,Paid Search,29.17,9.99,2023-11-07,2024-04-05,6,59.94,1,0.0446,2023-11
U008506,pop,0.743,0.776,0.742,120.0,10,free_trial,Paid Social,14.86,0.0,2024-06-22,2024-06-22,1,0.0,1,0.3506,2024-06
U008507,pop,0.786,0.753,0.792,120.0,12,monthly,Referral,4.39,9.99,2024-01-28,,12,119.88,0,0.0446,2024-01
U008508,pop,0.672,0.716,0.815,120.0,8,monthly,Organic Search,5.26,9.99,2023-04-17,2024-04-11,13,129.87,1,0.0525,2023-04
U008509,pop,0.804,0.681,0.666,120.0,10,annual,Paid Social,21.6,7.99,2023-02-06,,24,191.76,0,0.0127,2023-02
U008510,pop,0.755,0.772,0.664,120.0,20,monthly,Paid Social,19.52,9.99,2024-06-20,,7,69.93,0,0.0315,2024-06
U008511,pop,0.732,0.676,0.748,120.0,17,annual,Paid Social,17.56,7.99,2023-03-07,,23,183.77,0,0.0127,2023-03
U008512,pop,0.683,0.679,0.654,120.0,16,annual,Organic Search,6.44,7.99,2023-07-31,,18,143.82,0,0.0127,2023-07
U008513,pop,0.81,0.695,0.743,120.0,16,monthly,Paid Social,15.61,9.99,2023-04-29,,21,209.79,0,0.0446,2023-04
U008514,pop,0.657,0.745,0.742,120.0,7,annual,Paid Social,14.6,7.99,2023-03-02,,23,183.77,0,0.015,2023-03
U008515,pop,0.815,0.648,0.669,120.0,14,annual,Paid Social,18.39,7.99,2023-08-17,,17,135.83,0,0.0127,2023-08
U008516,pop,0.725,0.586,0.71,120.0,10,monthly,Paid Search,16.93,9.99,2023-10-06,,16,159.84,0,0.0446,2023-10
U008517,pop,0.813,0.573,0.822,120.0,12,annual,Paid Social,20.73,7.99,2024-03-22,,10,79.9,0,0.0127,2024-03
U008518,pop,0.766,0.73,0.812,120.0,16,monthly,Organic Search,5.41,9.99,2023-11-16,2024-09-11,11,109.89,1,0.0446,2023-11
U008519,pop,0.734,0.69,0.809,120.0,13,monthly,Organic Search,5.43,9.99,2023-12-28,,13,129.87,0,0.0446,2023-12
U008520,pop,0.796,0.747,0.675,120.0,17,monthly,Paid Search,28.45,9.99,2023-02-08,2024-12-29,24,239.76,1,0.0446,2023-02
U008521,pop,0.796,0.628,0.671,120.0,16,monthly,Referral,1.98,9.99,2023-10-19,2023-12-18,3,29.97,1,0.0446,2023-10
U008522,pop,0.729,0.676,0.76,120.0,9,monthly,Referral,4.43,9.99,2023-08-27,2023-11-25,4,39.96,1,0.0525,2023-08
U008523,pop,0.758,0.755,0.771,120.0,10,annual,Paid Search,29.14,7.99,2023-10-09,,15,119.85,0,0.0127,2023-10
U008524,pop,0.796,0.737,0.775,120.0,10,free_trial,Paid Search,28.82,0.0,2023-09-24,2023-09-24,1,0.0,1,0.3506,2023-09
U008525,pop,0.652,0.597,0.672,120.0,14,monthly,Organic Search,6.0,9.99,2023-12-20,2023-12-20,1,9.99,1,0.0595,2023-12
U008526,pop,0.824,0.707,0.656,120.0,11,monthly,Paid Social,8.53,9.99,2023-10-11,,15,149.85,0,0.0446,2023-10
U008527,pop,0.786,0.777,0.833,120.0,9,annual,Paid Search,17.21,7.99,2023-11-13,2024-11-07,13,103.87,1,0.015,2023-11
U008528,pop,0.715,0.563,0.757,120.0,6,monthly,Referral,4.2,9.99,2023-08-06,,18,179.82,0,0.0525,2023-08
U008529,pop,0.74,0.649,0.68,120.0,13,free_trial,Organic Search,6.34,0.0,2023-05-21,2023-05-21,1,0.0,1,0.3506,2023-05
U008530,pop,0.679,0.773,0.76,120.0,12,annual,Paid Social,19.96,7.99,2023-06-11,,19,151.81,0,0.0127,2023-06
U008531,pop,0.708,0.607,0.822,120.0,15,monthly,Organic Search,4.37,9.99,2023-09-18,,16,159.84,0,0.0446,2023-09
U008532,pop,0.786,0.661,0.674,120.0,9,monthly,Paid Social,22.98,9.99,2023-07-29,,18,179.82,0,0.0525,2023-07
U008533,pop,0.799,0.789,0.806,120.0,17,annual,Paid Social,25.0,7.99,2023-11-03,,15,119.85,0,0.0127,2023-11
U008534,pop,0.731,0.55,0.66,120.0,7,annual,Paid Social,19.39,7.99,2023-08-18,,17,135.83,0,0.02,2023-08
U008535,pop,0.771,0.707,0.73,120.0,18,monthly,Paid Social,24.66,9.99,2023-06-06,2023-06-06,1,9.99,1,0.0446,2023-06
U008536,pop,0.83,0.771,0.705,120.0,11,monthly,Direct,2.52,9.99,2024-02-18,,11,109.89,0,0.0446,2024-02
U008537,pop,0.701,0.659,0.674,120.0,12,monthly,Paid Search,26.45,9.99,2023-01-30,2023-05-30,5,49.95,1,0.0446,2023-01
U008538,pop,0.653,0.632,0.754,120.0,9,monthly,Organic Search,7.08,9.99,2023-01-20,,24,239.76,0,0.0525,2023-01
U008539,pop,0.85,0.553,0.786,120.0,13,monthly,Paid Social,22.85,9.99,2024-03-12,,10,99.9,0,0.0446,2024-03
U008540,pop,0.834,0.73,0.774,120.0,18,annual,Paid Social,17.71,7.99,2024-05-19,,8,63.92,0,0.0127,2024-05
U008541,pop,0.736,0.583,0.784,120.0,12,monthly,Paid Social,15.46,9.99,2023-12-30,2024-05-28,6,59.94,1,0.0446,2023-12
U008542,pop,0.678,0.62,0.817,120.0,13,free_trial,Paid Social,19.6,0.0,2023-03-03,2023-05-02,3,0.0,1,0.3506,2023-03
U008543,pop,0.847,0.68,0.785,120.0,6,free_trial,Referral,4.42,0.0,2024-04-02,2024-04-02,1,0.0,1,0.4125,2024-04
U008544,pop,0.829,0.792,0.704,120.0,12,annual,Paid Social,19.38,7.99,2023-12-17,,13,103.87,0,0.0127,2023-12
U008545,pop,0.84,0.579,0.679,120.0,13,free_trial,Paid Search,26.01,0.0,2023-10-07,2024-05-04,8,0.0,1,0.3506,2023-10
U008546,pop,0.786,0.68,0.756,120.0,12,annual,Paid Social,16.44,7.99,2023-07-02,,19,151.81,0,0.0127,2023-07
U008547,pop,0.769,0.683,0.734,120.0,6,monthly,Paid Search,21.72,9.99,2023-09-07,2024-07-03,11,109.89,1,0.0525,2023-09
U008548,pop,0.778,0.769,0.813,120.0,12,free_trial,Paid Social,23.91,0.0,2024-02-23,2024-04-23,3,0.0,1,0.3506,2024-02
U008549,pop,0.748,0.759,0.816,120.0,8,free_trial,Paid Social,17.92,0.0,2023-03-20,2023-05-19,3,0.0,1,0.4125,2023-03
U008550,pop,0.66,0.605,0.747,120.0,20,free_trial,Paid Social,18.36,0.0,2023-09-04,2023-12-03,4,0.0,1,0.2475,2023-09
U008551,pop,0.742,0.687,0.65,120.0,11,annual,Referral,4.57,7.99,2024-03-01,,11,87.89,0,0.0127,2024-03
U008552,pop,0.704,0.701,0.673,120.0,11,monthly,Paid Social,8.65,9.99,2024-02-10,,11,109.89,0,0.0446,2024-02
U008553,pop,0.701,0.663,0.784,120.0,20,monthly,Direct,3.24,9.99,2024-02-16,,11,109.89,0,0.0315,2024-02
U008554,pop,0.67,0.759,0.734,120.0,14,monthly,Paid Social,11.75,9.99,2023-02-05,,24,239.76,0,0.0446,2023-02
U008555,pop,0.71,0.68,0.795,120.0,13,annual,Organic Search,6.82,7.99,2024-05-18,,8,63.92,0,0.0127,2024-05
U008556,pop,0.758,0.691,0.724,120.0,9,monthly,Paid Search,17.61,9.99,2023-06-17,,19,189.81,0,0.0525,2023-06
U008557,pop,0.832,0.799,0.696,120.0,13,annual,Paid Social,19.99,7.99,2024-04-13,,9,71.91,0,0.0127,2024-04
U008558,pop,0.732,0.781,0.823,120.0,14,free_trial,Paid Search,14.82,0.0,2024-02-13,2024-06-12,5,0.0,1,0.3506,2024-02
U008559,pop,0.715,0.723,0.692,120.0,9,annual,Paid Search,15.57,7.99,2023-06-26,,19,151.81,0,0.015,2023-06
U008560,pop,0.776,0.784,0.66,120.0,7,monthly,Organic Search,4.94,9.99,2023-02-11,,23,229.77,0,0.0525,2023-02
U008561,pop,0.813,0.689,0.83,120.0,10,monthly,Paid Social,23.52,9.99,2023-01-24,2023-08-22,8,79.92,1,0.0446,2023-01
U008562,pop,0.817,0.552,0.683,120.0,13,monthly,Paid Social,19.51,9.99,2023-08-10,,17,169.83,0,0.0446,2023-08
U008563,pop,0.694,0.616,0.801,120.0,9,annual,Direct,2.99,7.99,2023-07-27,,18,143.82,0,0.015,2023-07
U008564,pop,0.809,0.639,0.831,120.0,14,free_trial,Paid Social,16.54,0.0,2023-10-17,2024-05-14,8,0.0,1,0.3506,2023-10
U008565,pop,0.766,0.686,0.807,120.0,12,monthly,Paid Social,22.31,9.99,2024-06-21,2024-09-19,4,39.96,1,0.0446,2024-06
U008566,pop,0.774,0.649,0.732,120.0,14,monthly,Direct,2.0,9.99,2023-12-19,2024-08-15,9,89.91,1,0.0446,2023-12
U008567,pop,0.817,0.798,0.769,120.0,16,annual,Paid Social,11.72,7.99,2024-02-14,,11,87.89,0,0.0127,2024-02
U008568,pop,0.674,0.645,0.835,120.0,11,annual,Paid Social,19.56,7.99,2023-07-07,2024-03-03,9,71.91,1,0.0127,2023-07
U008569,pop,0.825,0.684,0.781,120.0,13,monthly,Paid Search,19.14,9.99,2023-08-05,2024-12-27,18,179.82,1,0.0446,2023-08
U008570,pop,0.801,0.652,0.673,120.0,12,monthly,Paid Social,10.23,9.99,2023-12-16,2024-11-10,12,119.88,1,0.0446,2023-12
U008571,pop,0.766,0.61,0.673,120.0,9,monthly,Paid Social,24.38,9.99,2023-10-08,,16,159.84,0,0.0525,2023-10
U008572,pop,0.741,0.677,0.686,120.0,10,monthly,Paid Search,27.94,9.99,2024-01-10,,12,119.88,0,0.0446,2024-01
U008573,pop,0.693,0.713,0.765,120.0,13,annual,Paid Search,13.65,7.99,2024-06-14,,7,55.93,0,0.0127,2024-06
U008574,pop,0.725,0.558,0.699,120.0,9,annual,Referral,3.04,7.99,2023-03-24,,22,175.78,0,0.015,2023-03
U008575,pop,0.797,0.686,0.715,120.0,10,monthly,Paid Social,16.24,9.99,2024-03-31,,10,99.9,0,0.0446,2024-03
U008576,pop,0.783,0.693,0.72,120.0,19,monthly,Organic Search,5.1,9.99,2023-01-15,2024-03-10,15,149.85,1,0.0446,2023-01
U008577,pop,0.653,0.757,0.751,120.0,12,annual,Paid Search,17.08,7.99,2023-03-21,,22,175.78,0,0.0127,2023-03
U008578,pop,0.74,0.594,0.787,120.0,10,monthly,Paid Search,24.73,9.99,2023-05-30,2024-04-24,12,119.88,1,0.0446,2023-05
U008579,pop,0.65,0.701,0.713,120.0,15,free_trial,Referral,3.76,0.0,2024-04-21,2024-08-19,5,0.0,1,0.3506,2024-04
U008580,pop,0.713,0.622,0.791,120.0,7,annual,Paid Social,20.14,7.99,2023-08-09,,18,143.82,0,0.015,2023-08
U008581,pop,0.776,0.753,0.768,120.0,13,annual,Organic Search,6.69,7.99,2024-03-24,,10,79.9,0,0.0127,2024-03
U008582,pop,0.784,0.612,0.655,120.0,8,annual,Direct,3.28,7.99,2023-09-23,,16,127.84,0,0.015,2023-09
U008583,pop,0.828,0.629,0.73,120.0,15,annual,Organic Search,8.28,7.99,2023-03-31,2024-07-23,17,135.83,1,0.0127,2023-03
U008584,pop,0.809,0.615,0.725,120.0,9,monthly,Paid Social,16.66,9.99,2023-06-14,2023-10-12,5,49.95,1,0.0525,2023-06
U008585,pop,0.672,0.636,0.775,120.0,14,monthly,Organic Search,6.07,9.99,2023-02-19,,23,229.77,0,0.0446,2023-02
U008586,pop,0.849,0.786,0.828,120.0,17,monthly,Direct,2.57,9.99,2023-01-17,2024-06-10,18,179.82,1,0.0446,2023-01
U008587,pop,0.772,0.771,0.804,120.0,18,monthly,Organic Search,5.42,9.99,2023-12-30,,13,129.87,0,0.0446,2023-12
U008588,pop,0.754,0.596,0.715,120.0,9,free_trial,Paid Social,22.17,0.0,2023-04-19,2023-04-19,1,0.0,1,0.4125,2023-04
U008589,pop,0.816,0.669,0.693,120.0,12,annual,Paid Social,21.2,7.99,2023-08-19,,17,135.83,0,0.0127,2023-08
U008590,pop,0.755,0.63,0.734,120.0,14,monthly,Paid Social,12.61,9.99,2023-02-15,,23,229.77,0,0.0446,2023-02
U008591,pop,0.692,0.663,0.834,120.0,15,annual,Paid Social,24.37,7.99,2024-03-25,,10,79.9,0,0.0127,2024-03
U008592,pop,0.741,0.648,0.806,120.0,6,annual,Referral,3.26,7.99,2024-04-17,,9,71.91,0,0.015,2024-04
U008593,pop,0.791,0.72,0.723,120.0,11,monthly,Organic Search,6.41,9.99,2023-11-15,,14,139.86,0,0.0446,2023-11
U008594,pop,0.782,0.648,0.84,120.0,12,annual,Paid Search,19.62,7.99,2023-08-03,2023-10-02,3,23.97,1,0.0127,2023-08
U008595,pop,0.66,0.679,0.811,120.0,11,monthly,Referral,4.1,9.99,2023-12-27,2024-10-22,11,109.89,1,0.0446,2023-12
U008596,pop,0.779,0.734,0.726,120.0,17,monthly,Organic Search,5.61,9.99,2024-01-25,,12,119.88,0,0.0446,2024-01
U008597,pop,0.813,0.799,0.667,120.0,9,monthly,Organic Search,5.31,9.99,2023-03-09,2023-03-09,1,9.99,1,0.0525,2023-03
U008598,pop,0.662,0.762,0.769,120.0,10,monthly,Paid Search,8.03,9.99,2023-05-22,2024-03-17,11,109.89,1,0.0446,2023-05
U008599,pop,0.688,0.726,0.717,120.0,16,monthly,Referral,3.93,9.99,2024-06-01,,8,79.92,0,0.0446,2024-06
U008600,pop,0.67,0.568,0.67,120.0,10,monthly,Paid Social,15.6,9.99,2024-05-24,,8,79.92,0,0.0595,2024-05
U008601,pop,0.811,0.784,0.684,120.0,10,annual,Referral,5.45,7.99,2024-06-29,,7,55.93,0,0.0127,2024-06
U008602,pop,0.765,0.766,0.659,120.0,10,monthly,Paid Search,23.13,9.99,2023-12-18,2024-04-16,5,49.95,1,0.0446,2023-12
U008603,pop,0.771,0.791,0.685,120.0,9,annual,Paid Social,27.2,7.99,2023-05-16,,20,159.8,0,0.015,2023-05
U008604,pop,0.82,0.755,0.811,120.0,9,monthly,Referral,6.29,9.99,2023-07-21,2024-07-15,13,129.87,1,0.0525,2023-07
U008605,pop,0.782,0.602,0.702,120.0,12,monthly,Referral,5.49,9.99,2023-10-26,2024-05-23,8,79.92,1,0.0446,2023-10
U008606,pop,0.809,0.749,0.694,120.0,11,free_trial,Referral,3.12,0.0,2024-01-04,2024-02-03,2,0.0,1,0.3506,2024-01
U008607,pop,0.794,0.652,0.711,120.0,17,annual,Organic Search,6.3,7.99,2024-01-03,,13,103.87,0,0.0127,2024-01
U008608,pop,0.757,0.793,0.714,120.0,7,annual,Paid Search,7.52,7.99,2024-03-27,,10,79.9,0,0.015,2024-03
U008609,pop,0.76,0.757,0.753,120.0,12,annual,Direct,2.51,7.99,2023-05-13,2024-04-07,12,95.88,1,0.0127,2023-05
U008610,pop,0.749,0.654,0.774,120.0,11,free_trial,Paid Social,22.64,0.0,2024-01-08,2024-02-07,2,0.0,1,0.3506,2024-01
U008611,pop,0.651,0.563,0.728,120.0,16,monthly,Organic Search,5.83,9.99,2024-01-05,2024-06-03,6,59.94,1,0.0595,2024-01
U008612,pop,0.745,0.787,0.766,120.0,8,monthly,Paid Search,23.61,9.99,2024-06-16,2024-12-13,7,69.93,1,0.0525,2024-06
U008613,pop,0.819,0.689,0.658,120.0,9,free_trial,Paid Social,16.32,0.0,2023-02-22,2023-02-22,1,0.0,1,0.4125,2023-02
U008614,pop,0.68,0.771,0.838,120.0,8,monthly,Paid Search,25.59,9.99,2023-03-30,2023-05-29,3,29.97,1,0.0525,2023-03
U008615,pop,0.668,0.553,0.767,120.0,18,monthly,Organic Search,4.28,9.99,2024-01-17,2024-04-16,4,39.96,1,0.0446,2024-01
U008616,pop,0.698,0.615,0.678,120.0,14,monthly,Referral,1.76,9.99,2023-04-23,,21,209.79,0,0.0446,2023-04
U008617,pop,0.741,0.618,0.741,120.0,9,annual,Referral,3.72,7.99,2024-01-30,,12,95.88,0,0.015,2024-01
U008618,pop,0.763,0.554,0.722,120.0,13,annual,Organic Search,6.56,7.99,2024-04-07,,9,71.91,0,0.0127,2024-04
U008619,pop,0.752,0.669,0.701,120.0,12,monthly,Paid Social,16.04,9.99,2023-11-29,,14,139.86,0,0.0446,2023-11
U008620,pop,0.715,0.599,0.842,120.0,10,annual,Direct,2.0,7.99,2023-12-10,,13,103.87,0,0.0127,2023-12
U008621,pop,0.715,0.79,0.729,120.0,13,annual,Paid Social,14.0,7.99,2023-06-07,,20,159.8,0,0.0127,2023-06
U008622,pop,0.819,0.593,0.73,120.0,15,annual,Direct,2.82,7.99,2023-05-14,,20,159.8,0,0.0127,2023-05
U008623,pop,0.71,0.789,0.662,120.0,15,monthly,Organic Search,6.82,9.99,2023-01-10,,25,249.75,0,0.0446,2023-01
U008624,pop,0.676,0.599,0.773,120.0,8,annual,Paid Search,19.5,7.99,2024-05-21,,8,63.92,0,0.015,2024-05
U008625,pop,0.744,0.792,0.723,120.0,18,free_trial,Paid Search,30.92,0.0,2024-03-18,2024-03-18,1,0.0,1,0.3506,2024-03
U008626,pop,0.663,0.634,0.77,120.0,11,free_trial,Organic Search,6.02,0.0,2023-06-06,2023-07-06,2,0.0,1,0.3506,2023-06
U008627,pop,0.698,0.696,0.843,120.0,10,monthly,Organic Search,6.29,9.99,2023-06-03,,20,199.8,0,0.0446,2023-06
U008628,pop,0.707,0.583,0.659,120.0,17,monthly,Paid Social,18.07,9.99,2023-06-08,2023-08-07,3,29.97,1,0.0595,2023-06
U008629,pop,0.793,0.684,0.683,120.0,12,annual,Paid Search,23.95,7.99,2024-05-21,,8,63.92,0,0.0127,2024-05
U008630,pop,0.799,0.741,0.721,120.0,16,annual,Paid Social,17.28,7.99,2024-06-16,,7,55.93,0,0.0127,2024-06
U008631,pop,0.775,0.616,0.768,120.0,13,monthly,Referral,4.18,9.99,2023-07-22,2024-08-15,14,139.86,1,0.0446,2023-07
U008632,pop,0.668,0.786,0.717,120.0,13,monthly,Organic Search,6.37,9.99,2024-03-14,2024-11-09,9,89.91,1,0.0446,2024-03
U008633,pop,0.742,0.579,0.717,120.0,12,free_trial,Referral,4.35,0.0,2023-02-25,2023-03-27,2,0.0,1,0.3506,2023-02
U008634,pop,0.694,0.689,0.754,120.0,10,monthly,Organic Search,7.73,9.99,2023-10-28,,15,149.85,0,0.0446,2023-10
U008635,pop,0.69,0.647,0.675,120.0,14,monthly,Paid Social,7.99,9.99,2023-11-17,,14,139.86,0,0.0446,2023-11
U008636,pop,0.78,0.663,0.787,120.0,13,monthly,Referral,5.44,9.99,2023-04-10,,22,219.78,0,0.0446,2023-04
U008637,pop,0.753,0.629,0.793,120.0,17,monthly,Organic Search,7.98,9.99,2023-05-12,,20,199.8,0,0.0446,2023-05
U008638,pop,0.714,0.602,0.75,120.0,15,monthly,Paid Social,17.86,9.99,2023-03-06,,23,229.77,0,0.0446,2023-03
U008639,pop,0.703,0.693,0.824,120.0,11,monthly,Organic Search,7.76,9.99,2023-05-13,2024-07-06,15,149.85,1,0.0446,2023-05
U008640,pop,0.713,0.619,0.725,120.0,10,free_trial,Organic Search,8.38,0.0,2023-04-20,2023-05-20,2,0.0,1,0.3506,2023-04
U008641,pop,0.839,0.768,0.831,120.0,19,monthly,Paid Social,14.08,9.99,2023-07-25,2023-09-23,3,29.97,1,0.0446,2023-07
U008642,pop,0.735,0.615,0.827,120.0,10,annual,Organic Search,4.76,7.99,2023-09-22,,16,127.84,0,0.0127,2023-09
U008643,pop,0.681,0.604,0.774,120.0,8,free_trial,Paid Social,18.43,0.0,2024-01-04,2024-02-03,2,0.0,1,0.4125,2024-01
U008644,pop,0.797,0.666,0.656,120.0,9,monthly,Paid Social,17.56,9.99,2024-02-29,2024-10-26,9,89.91,1,0.0525,2024-02
U008645,pop,0.836,0.788,0.686,120.0,14,annual,Direct,1.3,7.99,2023-10-29,2024-10-23,13,103.87,1,0.0127,2023-10
